,AFG,ALB,ALG,AND,ANG,AAB,ARG,ARM,AUL,AUS,AZE,BHM,BAH,BNG,BAR,BLR,BEL,BLZ,BEN,BHU,BOL,BOS,BOT,BRA,BRU,BUL,BFO,MYA,BUI,CAP,CAM,CAO,CAN,CEN,CHA,CHL,CHN,COL,COM,DRC,CON,COS,CDI,CRO,CUB,CYP,CZE,DEN,DJI,DMA,DOM,ECU,EGY,SAL,EQG,ERI,EST,SWA,ETH,FIJ,FIN,FRN,GAB,GAM,GRG,GER,GHA,GRC,GRN,GUA,GUI,GNB,GUY,HAI,HON,HUN,ICE,IND,INS,IRN,IRQ,IRE,ISR,ITA,JAM,JPN,JOR,KZK,KEN,KIR,PRK,KOR,KOS,KUW,KYR,LAO,LAT,LEB,LES,LBR,LIB,LIE,LIT,LUX,MAG,MAW,MAL,MAD,MLI,MLT,MSI,MAA,MAS,MEX,FSM,MLD,MNC,MON,MNG,MOR,MZM,NAM,NAU,NEP,NTH,NEW,NIC,NIR,NIG,MAC,NOR,OMA,PAK,PAL,PAN,PNG,PAR,PER,PHI,POL,POR,QAT,ROM,RUS,RWA,SKN,SLU,SVG,WSM,SNM,STP,SAU,SEN,SER,SEY,SIE,SIN,SLO,SLV,SOL,SOM,SAF,SSD,SPN,SRI,SUD,SUR,SWD,SWZ,SYR,TAW,TAJ,TAZ,THI,ETM,TOG,TON,TRI,TUN,TUR,TKM,TUV,UGA,UKR,UAE,UKG,USA,URU,UZB,VAN,VEN,DRV,YEM,ZAM,ZIM
SPN,38,44,42,22,35,31,55,39,56,65,42,35,36,42,33,40,70,34,40,28,42,44,35,55,30,54,38,34,32,36,34,38,62,33,35,49,52,49,32,40,37,46,39,58,35,51,59,68,33,30,45,47,43,45,29,31,56,34,37,37,71,75,36,35,43,74,42,64,27,48,37,32,33,38,44,61,52,52,43,37,34,62,48,77,35,66,44,41,38,24,22,63,6,40,38,31,54,37,34,36,36,23,51,60,40,37,40,31,37,53,23,37,40,58,22,43,30,41,45,47,40,38,16,38,72,52,42,37,45,47,66,32,41,22,46,37,44,50,46,62,70,40,60,56,35,26,31,27,31,31,35,40,42,50,36,37,40,57,58,25,28,48,20,80,41,36,35,68,64,34,6,38,41,45,32,38,30,40,44,64,32,21,38,49,38,70,64,45,35,31,43,36,39,38,36
SRI,42,37,44,18,36,34,46,37,43,41,40,37,41,54,34,37,41,35,42,35,43,40,37,50,35,38,40,39,34,35,41,41,44,32,33,44,50,43,32,40,36,41,39,43,35,43,39,40,34,33,41,45,48,46,30,33,36,36,39,41,41,44,37,36,38,43,46,41,28,47,39,34,35,39,42,41,37,58,51,45,38,41,38,42,39,46,47,40,43,25,26,49,6,41,40,36,36,40,35,37,39,18,35,37,39,41,49,36,39,39,22,38,42,43,22,35,26,47,37,44,40,39,16,49,41,43,38,37,50,37,41,36,55,21,41,42,45,47,48,41,41,43,42,47,38,27,34,30,31,25,34,42,43,41,36,39,39,37,36,26,29,45,21,41,61,38,35,42,41,38,4,39,44,47,31,38,31,40,44,44,31,21,39,43,39,41,44,43,35,34,43,42,42,39,40
SUD,38,36,45,18,37,31,40,34,34,38,38,35,43,40,33,33,36,33,43,29,38,36,37,41,30,34,41,32,35,36,35,42,36,35,37,38,39,38,39,42,39,38,43,36,34,37,36,36,44,30,38,38,47,37,32,38,33,38,42,35,37,39,40,40,33,38,40,37,27,37,39,38,34,37,37,36,32,41,39,40,42,35,35,37,36,39,45,38,40,23,23,37,5,44,37,33,32,44,37,37,48,15,33,35,42,40,39,33,40,34,22,46,41,38,22,33,22,35,35,46,41,39,15,37,38,35,36,39,43,34,37,40,41,20,37,36,37,38,38,36,37,44,36,37,39,26,31,29,29,24,35,45,44,35,38,39,33,33,33,25,41,41,23,36,38,51,34,37,37,42,2,37,40,39,30,42,27,36,46,38,33,20,44,35,44,36,35,37,35,30,39,37,42,39,40
SUR,33,35,36,16,32,38,41,29,31,34,34,39,34,36,39,29,35,40,38,26,39,35,33,41,25,33,36,31,32,34,31,36,35,31,33,41,35,43,34,35,33,39,35,36,34,35,32,35,34,38,44,40,35,39,29,29,33,32,33,34,35,34,35,35,32,36,34,34,37,41,35,34,44,42,40,33,33,35,35,34,32,34,32,36,40,35,36,32,33,24,21,35,6,35,31,29,32,33,32,32,33,17,32,33,35,34,34,32,35,33,22,35,37,42,22,31,21,33,32,37,36,34,17,32,35,33,39,35,39,33,35,30,36,20,40,34,40,41,36,33,35,36,34,34,32,34,39,36,31,23,34,35,37,34,34,36,32,31,33,25,30,36,20,35,35,34,48,35,34,32,3,32,34,36,30,35,29,42,37,35,29,21,35,33,33,35,32,40,29,30,43,31,35,33,33
SWD,38,42,42,20,34,32,51,39,55,67,43,34,36,43,34,40,71,33,42,28,41,45,35,51,28,52,40,33,31,34,35,39,65,32,34,46,50,44,32,40,37,41,41,55,32,50,58,74,34,31,41,42,45,39,28,31,58,33,39,37,77,74,35,35,42,73,44,62,27,43,39,33,34,37,39,59,53,51,42,37,34,64,45,73,35,64,45,43,41,23,22,58,6,41,40,31,53,37,34,37,36,23,50,59,40,37,39,30,39,51,22,36,40,52,21,41,28,42,43,44,40,37,15,41,74,52,37,38,46,44,70,32,44,21,40,37,40,47,44,63,66,38,58,59,36,26,32,28,30,28,33,40,44,50,35,38,39,56,55,25,30,49,21,68,42,37,35,82,69,34,4,39,42,44,29,38,29,40,44,59,33,20,39,49,37,72,66,41,36,30,41,36,40,38,37
SWZ,38,43,43,22,34,31,51,40,55,63,43,35,35,42,33,39,67,33,43,29,41,47,35,52,29,49,42,33,33,36,36,39,64,34,36,47,50,45,33,40,39,44,41,53,32,46,56,65,35,31,43,43,45,41,30,31,52,34,39,36,66,68,37,35,44,67,44,58,27,45,40,34,33,38,41,56,49,50,41,37,34,59,47,69,35,64,45,42,41,23,21,59,7,39,40,32,48,38,34,37,36,24,47,56,41,37,38,31,40,48,22,37,40,53,21,43,29,43,44,46,39,38,15,40,68,51,39,39,46,45,68,31,43,21,42,36,43,47,43,57,63,39,54,56,38,26,32,27,30,30,35,39,45,49,37,36,38,52,52,24,29,49,21,64,41,37,34,69,75,33,4,39,42,44,30,39,28,39,44,57,33,20,38,49,38,65,64,43,36,31,41,37,40,39,36
SYR,36,34,44,18,33,29,37,33,33,33,36,33,43,38,31,31,33,30,36,28,35,35,33,39,30,32,36,32,30,32,33,37,33,31,33,36,36,37,34,37,34,35,38,34,31,35,32,33,37,29,36,36,45,35,29,32,31,32,35,33,34,35,36,35,32,34,36,34,26,37,35,34,31,34,34,33,31,38,38,39,42,33,32,34,35,35,43,36,32,22,24,33,5,45,35,32,30,44,32,33,43,14,30,32,35,34,38,32,35,32,19,42,36,36,20,31,23,34,32,42,37,33,13,35,34,33,33,35,39,31,34,41,39,19,35,35,34,37,37,33,34,43,34,35,32,25,30,27,28,23,30,45,37,33,33,36,32,31,31,24,34,37,20,34,38,42,32,34,33,48,2,36,35,37,28,36,27,36,43,37,31,19,36,33,44,32,31,36,34,28,37,35,40,32,34
TAW,4,3,3,2,3,3,5,3,6,4,4,2,3,4,3,3,4,3,3,3,2,3,3,4,4,3,3,4,3,3,3,3,5,3,3,5,5,4,3,3,3,5,3,3,2,3,3,4,3,3,5,4,2,5,2,2,3,3,3,4,4,4,3,3,4,5,3,3,3,5,3,3,2,3,5,3,3,4,5,2,2,4,3,5,2,6,3,3,3,3,1,6,1,3,3,3,3,2,2,3,2,3,3,4,3,3,5,3,3,3,2,3,3,6,2,3,1,4,3,4,3,3,2,4,4,6,5,3,3,3,4,2,4,2,5,4,3,5,5,3,4,2,3,4,3,2,3,2,4,2,3,2,3,3,2,3,5,3,2,3,1,3,0,6,4,2,3,4,4,2,7,3,3,5,2,3,4,3,3,4,2,2,3,3,2,5,6,3,3,4,3,4,3,3,3
TAJ,44,39,37,20,33,30,36,43,36,39,45,33,37,40,31,41,37,30,38,31,37,40,35,37,30,35,40,33,34,33,36,37,37,34,36,36,38,37,32,37,36,36,39,37,30,37,36,37,34,29,36,37,40,36,28,30,34,32,35,35,39,39,36,37,39,38,38,37,26,38,38,34,32,34,36,37,34,39,41,40,37,37,35,38,34,39,42,48,33,21,22,38,5,36,49,33,33,36,34,36,37,17,34,36,37,36,39,34,39,37,21,37,36,36,22,38,22,42,36,38,37,35,16,37,38,35,33,38,40,36,38,34,42,19,36,36,36,38,38,36,38,38,37,45,34,25,30,28,29,25,31,37,39,37,35,38,32,34,34,25,30,37,21,38,39,37,32,39,39,36,3,52,38,39,31,37,26,36,40,42,38,19,38,41,36,36,35,37,44,29,35,37,38,36,35
TAZ,39,37,42,19,39,35,42,35,40,40,38,37,37,46,36,35,41,34,46,30,42,40,42,46,32,37,45,34,38,39,38,43,42,37,38,41,43,42,36,44,42,41,44,40,33,42,39,40,38,34,40,43,44,41,32,35,35,39,42,39,41,42,40,41,36,43,50,40,29,44,43,37,35,38,39,40,35,46,44,39,36,38,36,41,37,42,45,36,48,24,24,43,6,39,38,32,35,37,41,42,39,17,34,36,45,45,42,33,46,38,23,40,44,40,22,37,24,44,36,42,45,46,17,43,41,40,37,42,51,37,41,34,44,22,40,40,41,46,41,40,40,39,41,41,44,28,35,31,32,26,37,38,48,40,42,44,36,35,35,27,33,49,22,41,44,40,34,42,42,35,3,38,54,41,32,42,30,40,44,39,31,21,45,39,36,41,38,40,33,33,40,37,43,46,43
THI,42,40,44,20,36,33,44,38,47,43,43,36,41,50,34,36,43,34,44,32,41,43,36,45,37,42,41,40,34,36,42,41,47,34,36,46,50,44,34,41,38,43,40,45,36,44,42,42,36,33,42,44,47,41,31,33,40,35,38,39,44,46,38,38,39,44,43,44,28,42,39,36,35,40,39,43,39,53,51,44,38,42,41,45,37,51,46,40,39,24,26,53,7,41,40,39,40,41,35,36,39,19,38,41,41,38,50,34,40,39,23,39,42,44,23,38,28,44,40,46,42,39,16,43,43,47,39,39,46,40,43,36,49,23,41,43,40,47,54,44,44,43,45,50,38,26,34,29,31,26,35,43,45,44,36,38,43,40,39,26,31,44,21,45,47,39,36,44,44,37,5,39,41,59,33,42,31,38,46,47,34,21,40,43,41,42,47,43,36,35,42,46,43,38,39
ETM,31,29,29,17,31,28,31,28,31,29,29,30,28,31,29,26,29,29,31,26,31,30,30,32,26,27,31,32,30,34,32,31,31,30,31,31,33,32,30,32,32,31,33,29,28,29,27,29,31,27,33,31,28,30,28,27,26,29,31,32,29,32,31,31,30,30,32,28,27,32,32,32,30,32,32,28,26,33,34,29,29,28,27,32,30,34,30,30,30,24,20,32,5,28,29,30,26,28,30,31,29,11,27,28,32,31,32,31,31,29,24,31,33,30,24,29,19,33,27,29,32,32,19,30,30,31,30,31,32,28,30,26,32,22,31,36,31,32,35,27,31,30,29,29,29,26,29,27,31,23,34,29,33,28,33,32,30,26,27,27,27,31,21,32,31,30,30,29,30,28,2,31,32,33,39,31,28,32,30,30,28,22,30,27,28,29,29,31,27,30,31,32,30,31,30
TOG,39,38,40,18,38,31,40,34,35,39,38,34,38,45,34,33,37,32,53,29,39,38,38,42,29,36,50,34,36,39,38,45,37,39,43,38,42,39,38,43,43,39,50,39,32,38,36,38,41,32,40,41,45,39,34,35,35,38,42,36,39,44,42,45,34,40,48,37,28,39,45,45,34,38,39,38,32,41,42,40,38,36,35,39,35,38,44,38,42,23,23,40,7,39,39,34,33,39,37,40,40,16,33,35,43,41,41,32,48,34,21,42,41,37,22,36,22,38,35,43,43,42,15,41,38,35,37,50,50,35,38,34,43,21,37,37,39,41,40,38,38,39,39,40,42,26,33,29,30,24,38,39,53,38,38,44,33,34,33,26,35,42,22,38,38,42,35,38,39,36,3,37,42,42,31,55,28,37,43,38,33,20,43,37,38,36,36,38,33,32,37,37,45,43,43
TON,27,26,29,16,27,28,29,25,31,27,27,29,28,31,29,25,29,28,28,24,26,28,28,29,25,27,27,29,27,29,27,31,30,26,27,29,30,29,29,29,28,28,28,28,27,29,26,29,28,27,30,28,27,27,25,25,26,28,28,34,29,31,29,28,27,29,30,28,26,28,28,29,28,29,27,27,27,32,31,28,27,28,27,30,29,30,28,26,29,28,20,30,5,29,25,26,26,27,27,28,27,13,25,27,28,29,32,28,27,28,24,29,31,28,24,26,20,29,27,29,31,29,20,28,29,33,27,27,31,26,29,26,31,23,28,34,27,29,31,27,29,28,28,28,28,26,29,25,34,20,29,28,29,27,29,30,30,26,25,28,25,31,18,30,31,27,29,29,28,27,4,26,30,31,28,28,36,31,29,30,24,25,28,27,28,30,29,27,24,32,29,28,28,28,28
TRI,37,36,38,18,36,40,45,34,38,38,36,43,36,38,43,32,40,41,38,28,41,37,37,45,29,35,38,34,33,36,33,39,42,34,35,44,40,48,34,41,38,43,40,38,37,39,35,39,34,39,47,44,37,42,30,32,35,35,38,38,41,41,37,36,35,41,42,37,36,46,37,35,42,44,43,36,35,41,38,37,34,37,37,41,45,41,37,36,35,25,23,39,6,37,34,31,33,36,35,37,35,17,33,35,39,38,37,33,37,36,23,38,40,47,23,33,23,37,35,39,40,37,18,36,40,39,39,37,43,34,39,33,40,21,43,39,42,46,40,36,40,37,37,37,35,34,40,37,33,25,34,37,39,36,38,39,37,33,34,28,30,42,21,40,40,36,42,40,39,36,3,36,40,38,32,37,31,52,39,38,29,22,38,35,34,41,37,43,32,33,45,35,37,37,36
TUN,41,43,53,21,38,34,44,39,40,44,44,36,45,45,35,37,44,33,47,29,41,45,39,47,31,43,44,34,36,39,35,44,44,37,40,43,42,43,41,43,41,43,45,46,34,45,44,42,44,34,42,44,55,41,33,35,40,36,39,36,43,47,42,41,42,44,46,45,29,43,43,39,35,39,40,43,39,46,44,41,42,42,40,44,37,44,53,40,40,23,25,44,7,47,38,33,40,46,38,39,47,20,38,40,43,42,41,34,44,40,22,48,44,43,21,41,28,42,41,57,45,41,15,40,43,40,38,44,49,40,43,42,45,20,41,37,42,45,44,46,44,47,47,46,38,27,35,30,30,27,36,47,48,46,39,41,36,40,39,24,38,45,22,44,44,46,37,44,44,43,3,40,44,46,30,43,29,39,60,45,35,19,43,44,45,42,41,43,37,33,43,38,48,40,39
TUR,42,46,43,20,35,31,49,41,55,59,48,34,40,46,32,43,61,32,40,28,37,44,34,50,31,53,38,33,31,34,36,39,59,31,33,44,49,43,32,38,35,41,38,54,34,48,56,59,34,30,40,41,47,40,29,31,50,33,36,37,62,66,36,35,44,65,39,60,26,41,36,35,33,37,38,57,49,53,48,44,37,56,49,66,35,63,46,46,37,24,23,58,6,42,43,32,48,40,33,34,38,21,47,54,38,35,45,32,37,47,22,37,40,53,22,41,28,41,44,46,41,36,15,38,62,51,37,36,45,46,59,35,48,22,40,37,38,43,45,57,62,42,55,59,34,25,31,27,30,27,33,43,42,49,33,37,38,55,51,25,30,48,20,64,44,38,35,59,57,37,4,42,39,47,30,38,30,38,45,74,36,21,38,50,40,62,62,39,40,32,40,38,40,34,35
TKM,35,33,33,16,29,27,31,34,31,34,39,29,32,34,29,33,31,27,33,26,30,34,29,31,27,32,31,29,28,28,31,32,31,28,29,31,31,31,29,31,31,31,33,32,25,32,32,31,32,26,30,31,34,30,25,28,29,29,31,30,33,33,31,32,32,32,31,32,24,30,33,31,30,29,30,32,28,32,33,34,31,32,30,32,30,32,35,38,29,21,20,31,5,31,37,29,30,32,30,30,32,12,30,31,31,30,32,30,32,31,19,31,30,31,20,33,19,32,32,34,32,30,14,31,32,30,30,31,33,32,32,29,35,18,30,31,29,31,32,32,33,31,32,35,29,23,28,26,26,22,28,32,33,33,29,32,28,31,31,23,29,31,19,32,31,33,29,33,33,31,2,38,31,34,28,33,24,29,35,36,40,19,32,34,30,30,30,30,36,29,30,31,33,29,30
TUV,19,19,19,10,19,21,19,19,22,20,20,22,18,21,22,17,20,22,20,17,19,19,20,19,19,18,19,20,19,21,20,21,21,19,19,19,21,19,21,20,20,19,20,19,19,20,18,20,20,22,21,19,18,19,19,20,18,21,20,26,20,22,20,20,20,20,21,19,20,19,20,21,22,21,19,19,18,22,21,19,19,20,19,21,22,21,19,20,20,25,14,21,3,19,19,19,17,19,20,20,19,8,18,20,20,21,22,22,19,20,20,20,21,19,19,19,14,20,18,19,21,21,17,20,20,24,19,19,21,19,20,18,21,19,19,26,19,19,21,18,20,19,19,19,20,21,22,21,26,16,21,19,20,18,22,21,20,18,18,24,20,21,13,21,21,20,21,20,20,19,2,19,21,21,22,20,25,22,19,21,19,26,21,18,19,21,21,19,19,25,19,20,19,20,20
UGA,39,37,40,18,37,33,40,33,36,39,38,35,38,43,35,33,37,33,45,30,39,37,39,42,30,35,43,32,39,37,35,42,38,36,39,39,39,39,37,43,40,39,43,37,32,39,36,37,42,32,39,41,43,39,31,37,34,39,43,38,38,40,40,42,34,39,46,38,28,40,42,38,35,37,37,37,33,43,39,39,36,37,35,38,36,39,43,36,46,23,22,39,6,39,37,32,33,38,38,39,41,16,33,35,43,43,40,35,45,36,22,40,42,38,21,35,21,37,35,42,53,42,17,39,38,37,36,41,48,35,38,35,42,19,38,36,39,41,40,37,38,37,38,39,43,27,33,30,31,25,35,39,45,37,39,44,35,33,33,25,35,44,23,38,39,44,35,39,38,36,3,38,45,40,30,43,28,38,43,38,32,21,69,36,37,38,34,39,34,31,38,36,40,43,44
UKR,35,44,39,21,33,31,46,43,43,50,46,33,38,44,30,47,47,32,43,27,43,45,33,48,28,51,38,32,33,33,37,39,48,30,32,41,47,40,30,37,34,40,37,52,34,45,51,47,32,31,40,43,46,41,28,32,43,32,35,35,49,53,35,36,44,50,42,49,26,43,37,32,32,37,38,49,42,46,42,37,34,46,41,50,34,50,45,44,38,21,22,50,7,37,43,32,45,36,32,35,36,20,45,44,37,38,41,29,37,44,20,36,39,46,19,48,28,41,45,43,37,38,12,41,49,41,36,37,44,43,47,32,44,20,39,35,44,44,42,55,48,40,56,58,35,24,32,27,27,28,33,37,43,52,34,35,33,51,46,22,27,43,19,49,43,35,33,49,49,33,3,41,39,43,27,37,27,35,44,50,34,18,36,66,37,49,50,42,37,32,40,37,40,37,38
UAE,36,35,47,19,34,29,40,33,35,36,36,34,46,40,30,32,38,31,39,28,36,38,33,42,31,35,38,32,33,34,35,41,37,33,35,38,41,38,37,38,35,37,39,38,33,37,36,37,38,29,37,37,48,35,31,34,34,34,35,33,38,40,39,36,33,39,37,37,26,36,36,35,31,35,35,36,34,42,41,41,45,35,36,38,34,40,45,37,35,22,24,39,6,49,36,33,34,45,32,34,47,15,34,36,37,35,42,32,36,34,21,45,39,38,20,32,25,36,36,46,39,35,13,35,39,35,34,36,41,34,38,42,41,20,36,34,36,38,39,37,37,50,37,38,35,25,30,26,28,23,33,50,41,37,35,36,35,34,34,23,35,39,20,38,39,44,33,37,38,44,2,36,36,41,28,38,28,34,45,40,30,19,37,37,53,37,37,37,35,29,39,38,40,34,35
UKG,36,42,41,20,32,33,52,36,58,62,40,35,34,42,34,37,69,35,41,26,40,44,34,54,29,52,38,32,30,33,33,39,72,31,33,45,56,44,31,38,35,41,40,54,32,48,58,69,32,31,41,42,43,39,27,30,55,33,37,37,70,78,35,34,41,80,43,60,27,43,37,31,34,36,40,58,51,55,43,35,32,60,46,77,35,71,44,41,41,25,20,61,6,39,37,29,51,35,33,35,35,22,49,58,38,37,40,30,37,49,24,36,38,56,22,40,26,41,44,45,39,38,17,39,74,53,37,36,45,44,66,30,45,22,40,37,42,47,42,62,65,38,57,56,36,27,32,28,31,27,32,39,43,48,35,37,41,54,53,26,29,50,21,70,41,36,35,72,65,32,5,36,41,42,29,36,30,41,42,62,30,21,38,49,37,85,75,40,34,30,41,34,38,38,35
USA,37,41,41,18,31,30,51,36,65,57,41,33,34,45,31,37,64,33,40,28,40,42,31,54,33,49,37,36,29,31,36,37,74,30,31,45,61,41,30,36,34,39,38,51,31,42,53,65,30,28,39,42,44,39,26,30,50,32,36,37,65,77,33,33,40,73,40,55,25,43,35,30,31,34,39,51,49,60,50,38,32,55,47,72,34,77,45,41,39,25,20,68,6,38,38,32,45,34,30,34,34,20,44,52,36,34,45,29,35,43,24,35,37,56,22,40,25,42,42,44,37,36,16,42,69,58,36,35,44,41,65,29,47,22,38,40,41,47,48,58,59,38,53,63,34,24,29,25,29,25,31,39,42,47,32,33,43,51,48,26,28,48,20,64,44,35,32,66,64,31,6,35,38,47,29,36,29,37,41,62,30,21,34,50,37,75,92,39,34,30,38,39,38,36,34
URU,36,38,39,21,36,34,52,36,38,40,37,39,37,42,37,33,41,39,43,30,53,40,36,55,29,38,41,33,34,37,37,39,42,33,35,54,45,51,32,40,37,49,40,42,39,41,39,38,34,35,50,54,43,50,31,32,37,34,36,37,41,45,36,37,37,41,42,40,31,53,39,34,40,44,48,39,36,44,41,38,35,39,37,44,41,43,43,36,37,21,24,46,6,38,36,34,36,38,35,36,37,18,36,37,40,40,39,32,39,38,21,37,41,50,21,37,27,39,37,44,39,38,15,41,40,39,44,39,44,37,39,34,41,19,50,37,53,56,45,41,43,40,44,42,36,29,36,32,29,27,35,39,42,41,37,37,35,36,38,24,29,42,21,45,43,37,40,41,43,36,3,37,40,43,31,38,27,43,43,39,30,19,39,42,37,40,39,58,33,31,47,38,40,38,38
UZB,40,36,34,19,30,28,34,39,33,37,42,31,34,36,30,37,34,28,35,27,34,37,32,34,29,33,35,29,30,30,32,34,34,31,32,33,35,33,30,33,32,33,36,35,29,35,35,34,31,28,33,33,36,32,26,30,32,30,31,32,37,37,34,34,36,36,33,35,25,33,33,31,30,31,33,35,32,36,37,37,34,35,33,35,32,37,38,45,29,21,20,36,5,34,44,31,31,34,31,32,35,16,33,35,33,33,37,31,34,35,20,34,33,35,19,36,21,37,35,35,33,32,14,34,36,33,30,34,35,34,35,32,39,18,33,32,33,33,35,35,36,35,35,40,30,24,29,26,27,23,27,34,36,35,31,33,30,32,32,23,28,33,18,35,35,35,29,36,36,34,3,44,33,36,27,33,24,32,37,40,36,19,34,37,35,34,34,33,47,27,33,34,33,31,31
VAN,30,30,31,16,31,32,32,30,33,31,31,33,31,33,32,29,30,31,33,25,30,32,31,32,27,31,31,29,30,32,31,34,32,30,30,32,32,32,32,32,32,33,32,31,29,33,31,29,32,31,34,31,31,31,28,28,27,31,31,36,30,34,32,31,30,30,35,31,28,31,32,33,32,34,31,31,27,35,33,30,29,28,29,31,33,32,31,30,31,28,20,31,7,30,28,29,29,31,30,32,30,12,29,29,32,32,33,30,31,30,24,31,34,31,25,28,20,31,30,32,33,31,19,31,30,33,30,31,34,29,30,27,34,24,32,36,30,32,34,31,31,31,31,30,31,27,33,29,33,21,32,31,33,31,32,32,30,31,28,30,26,33,18,31,34,30,30,30,31,28,4,29,33,35,30,32,32,33,33,32,29,25,31,32,29,30,30,31,27,40,32,32,32,30,31
VEN,37,37,44,20,37,38,53,34,38,40,38,42,39,41,40,34,40,41,41,28,47,39,36,54,29,39,38,33,32,37,34,39,41,33,34,51,44,53,34,41,37,48,41,42,41,42,40,40,36,37,49,49,43,46,30,34,37,34,38,36,42,43,38,36,36,43,41,41,35,49,36,34,42,47,47,40,37,46,41,42,37,38,38,44,44,44,42,36,38,22,24,43,6,41,34,32,37,40,35,36,40,19,36,38,40,38,40,32,37,39,23,38,41,54,21,36,27,38,39,42,40,38,15,38,42,39,45,36,46,37,41,35,43,20,48,36,47,51,45,41,44,42,43,41,35,32,38,34,30,28,35,41,43,40,35,36,36,36,37,24,32,43,21,43,43,39,43,41,41,37,3,35,40,42,31,37,29,45,43,40,30,19,38,40,39,41,38,47,33,32,58,37,40,36,37
DRV,38,35,36,19,34,31,38,36,40,37,37,35,38,42,31,34,36,32,37,31,37,37,34,38,36,35,37,37,33,34,41,38,39,32,33,39,43,38,32,38,36,39,37,37,33,38,36,35,33,30,38,37,39,37,30,32,33,34,36,36,36,38,36,34,35,36,38,37,26,37,35,34,32,37,36,37,33,44,44,40,37,34,36,36,35,43,39,37,35,22,25,42,6,37,37,39,33,38,33,35,38,15,33,35,38,35,44,33,35,35,22,36,39,38,22,33,24,40,35,38,37,34,15,38,36,41,35,35,38,34,36,34,43,21,38,40,36,39,45,36,37,39,37,41,35,25,31,28,29,24,33,39,39,36,35,34,39,35,33,25,29,38,21,36,42,37,31,36,37,35,4,37,37,46,32,37,28,35,38,38,31,20,36,37,38,34,39,38,34,32,37,46,36,34,36
YEM,39,38,46,17,36,32,41,34,36,38,40,35,42,48,34,33,38,32,47,30,42,41,36,46,30,37,43,34,33,35,37,41,38,34,38,40,44,41,37,38,38,40,42,40,32,39,38,39,41,32,39,43,50,41,30,32,35,34,38,35,40,43,38,42,35,41,47,38,28,42,44,37,34,37,40,39,34,45,46,40,42,38,36,40,35,39,51,39,42,22,24,42,6,43,39,32,34,43,35,38,42,17,33,35,39,41,43,32,43,36,21,42,38,39,21,36,24,42,35,47,41,41,14,44,39,36,38,43,50,35,39,39,46,21,39,37,42,45,42,40,39,44,41,44,38,26,33,29,29,24,34,43,47,40,35,41,33,35,33,25,36,42,21,39,42,42,35,40,40,40,3,38,43,43,30,45,28,37,48,40,33,19,40,40,40,38,38,40,33,32,40,36,57,41,40
ZAM,37,34,38,18,37,31,38,32,36,36,34,34,34,43,34,32,37,32,46,30,41,36,40,43,28,34,43,33,38,37,36,41,38,37,39,37,42,38,35,43,40,37,41,37,30,37,35,38,37,31,37,42,42,38,31,34,33,40,42,38,37,40,38,41,33,39,47,35,28,41,42,35,33,35,37,35,32,42,39,36,34,36,34,37,34,38,43,33,45,23,21,41,6,35,38,32,32,34,39,38,37,17,32,34,43,44,39,31,44,35,21,38,41,36,22,36,20,40,34,40,40,46,17,40,38,36,36,42,48,34,38,30,41,20,36,37,41,43,39,38,36,35,39,39,44,27,32,29,31,24,36,35,46,38,40,41,34,31,32,25,31,45,22,38,39,39,33,38,39,32,3,36,46,38,31,43,28,37,40,34,29,20,43,37,34,38,36,38,31,30,36,34,41,50,45
ZIM,35,34,38,17,39,31,39,33,34,36,35,34,36,42,33,33,34,32,45,30,41,35,39,43,28,34,41,33,38,37,38,40,35,35,37,38,41,37,35,42,39,37,39,36,32,36,34,36,38,31,38,42,43,40,32,36,32,40,43,38,37,38,38,42,33,38,46,35,28,40,40,37,33,37,37,35,32,43,40,38,35,34,34,35,36,37,42,34,46,23,23,40,6,37,38,33,31,35,37,38,39,16,32,33,42,43,40,30,41,34,21,38,42,37,22,35,21,38,33,39,39,44,15,42,36,35,36,40,47,33,36,32,40,21,37,37,40,41,39,37,36,35,38,39,42,26,32,29,30,24,36,37,45,36,38,42,32,33,31,25,32,43,22,36,40,40,33,37,36,34,3,35,43,39,30,43,28,36,39,35,30,20,44,38,35,35,34,38,31,31,37,36,40,45,50
